ma_number	concept_id	concept_name	concept_code	mapping_type	ema_active_substance	pdf_strength	pdf_pharmaceutical_form	pdf_route_of_administration	pdf_packaging	pdf_content	pdf_pack_size	pdf_product_name	ema_name_of_medicine	ema_product_number	ema_atc_code	comment	suggestion	last_updated_date
EU/1/16/1165/008	1151885	1 ML etanercept 50 MG/ML Prefilled Syringe	727757	EXACT	etanercept	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1 ml (50 mg/ml)	2 pre-filled syringes + 2 swabs	LIFMIOR	Lifmior	EMEA/H/C/004167	L04AB01			2025-12-04
EU/1/16/1165/009	1151885	1 ML etanercept 50 MG/ML Prefilled Syringe	727757	EXACT	etanercept	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1 ml (50 mg/ml)	4 pre-filled syringes + 4 swabs	LIFMIOR	Lifmior	EMEA/H/C/004167	L04AB01			2025-12-04
EU/1/16/1165/010	1151885	1 ML etanercept 50 MG/ML Prefilled Syringe	727757	EXACT	etanercept	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1 ml (50 mg/ml)	12 pre-filled syringes + 12 swabs	LIFMIOR	Lifmior	EMEA/H/C/004167	L04AB01			2025-12-04
EU/1/16/1165/011	42922270	1 ML Etanercept 50 MG/ML Pen Injector	OMOP4649084	EXACT	etanercept	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen (MYCLIC)	1 ml (50 mg/ml)	2 pre-filled pens + 2 swabs	LIFMIOR	Lifmior	EMEA/H/C/004167	L04AB01			2025-12-04
EU/1/16/1165/012	42922270	1 ML Etanercept 50 MG/ML Pen Injector	OMOP4649084	EXACT	etanercept	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen (MYCLIC)	1 ml (50 mg/ml)	4 pre-filled pens + 4 swabs	LIFMIOR	Lifmior	EMEA/H/C/004167	L04AB01			2025-12-04
EU/1/16/1165/013	42922270	1 ML Etanercept 50 MG/ML Pen Injector	OMOP4649084	EXACT	etanercept	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen (MYCLIC)	1 ml (50 mg/ml)	12 pre-filled pens + 12 swabs	LIFMIOR	Lifmior	EMEA/H/C/004167	L04AB01			2025-12-04
EU/1/16/1154/001	1718509	tenofovir alafenamide 25 MG Oral Tablet [Vemlidy]	1858267	EXACT	tenofovir alafenamide fumarate	25 mg	Film-coated tablet	Oral use	bottle (HDPE)	30 tablets		vemlidy	Vemlidy	EMEA/H/C/004169	J05AF13			2025-12-04
EU/1/16/1154/002	1718509	tenofovir alafenamide 25 MG Oral Tablet [Vemlidy]	1858267	EXACT	tenofovir alafenamide fumarate	25 mg	Film-coated tablet	Oral use	bottle (HDPE)	90 (3 x 30) tablets		vemlidy	Vemlidy	EMEA/H/C/004169	J05AF13			2025-12-04
EU/1/18/1338/001	1361637	dengue virus live antigen, CYD serotype 1 100000 UNT / dengue virus live antigen, CYD serotype 2 100000 UNT / dengue virus live antigen, CYD serotype 3 100000 UNT / dengue virus live antigen, CYD serotype 4 100000 UNT Injection [Dengvaxia]	2197703	BROAD	chimeric yellow fever dengue virus serotype 1 (live, attenuated);chimeric yellow fever dengue virus serotype 2 (live, attenuated);chimeric yellow fever dengue virus serotype 3 (live, attenuated);chimeric yellow fever dengue virus serotype 4 (live, attenuated)	--¹ After reconstitution, one dose (0.5 mL) contains: Chimeric yellow fever dengue virus serotypes 1, 2, 3, 4 (live, attenuated) 4.5 - 6.0 log10 CCID50/dose each	Powder and solvent for suspension for injection	Subcutaneous use	powder: vial (glass); solvent: pre-filled syringe (glass)	Powder: 1 dose; solvent: 0.5 ml	1 vial + 1 pre-filled syringe + 2 needles	Dengvaxia	Dengvaxia	EMEA/H/C/004171	J07BX		0.5 ML dengue virus live antigen, CYD serotype 1 100000 UNT / dengue virus live antigen, CYD serotype 2 100000 UNT / dengue virus live antigen, CYD serotype 3 100000 UNT / dengue virus live antigen, CYD serotype 4 100000 UNT Suspension for Injection [Dengvaxia]	2026-03-29
EU/1/18/1338/002	1361637	dengue virus live antigen, CYD serotype 1 100000 UNT / dengue virus live antigen, CYD serotype 2 100000 UNT / dengue virus live antigen, CYD serotype 3 100000 UNT / dengue virus live antigen, CYD serotype 4 100000 UNT Injection [Dengvaxia]	2197703	BROAD	chimeric yellow fever dengue virus serotype 1 (live, attenuated);chimeric yellow fever dengue virus serotype 2 (live, attenuated);chimeric yellow fever dengue virus serotype 3 (live, attenuated);chimeric yellow fever dengue virus serotype 4 (live, attenuated)	--¹ After reconstitution, one dose (0.5 mL) contains: Chimeric yellow fever dengue virus serotypes 1, 2, 3, 4 (live, attenuated) 4.5 - 6.0 log10 CCID50/dose each	Powder and solvent for suspension for injection	Subcutaneous use	powder: vial (glass); solvent: pre-filled syringe (glass)	Powder: 1 dose; solvent: 0.5 ml	10 vials + 10 pre-filled syringes + 20 needles	Dengvaxia	Dengvaxia	EMEA/H/C/004171	J07BX		0.5 ML dengue virus live antigen, CYD serotype 1 100000 UNT / dengue virus live antigen, CYD serotype 2 100000 UNT / dengue virus live antigen, CYD serotype 3 100000 UNT / dengue virus live antigen, CYD serotype 4 100000 UNT Suspension for Injection [Dengvaxia]	2026-03-29
EU/1/18/1338/003	1361637	dengue virus live antigen, CYD serotype 1 100000 UNT / dengue virus live antigen, CYD serotype 2 100000 UNT / dengue virus live antigen, CYD serotype 3 100000 UNT / dengue virus live antigen, CYD serotype 4 100000 UNT Injection [Dengvaxia]	2197703	BROAD	chimeric yellow fever dengue virus serotype 1 (live, attenuated);chimeric yellow fever dengue virus serotype 2 (live, attenuated);chimeric yellow fever dengue virus serotype 3 (live, attenuated);chimeric yellow fever dengue virus serotype 4 (live, attenuated)	--¹ After reconstitution, one dose (0.5 mL) contains: Chimeric yellow fever dengue virus serotypes 1, 2, 3, 4 (live, attenuated) 4.5 - 6.0 log10 CCID50/dose each	Powder and solvent for suspension for injection	Subcutaneous use	powder: vial (glass); solvent: pre-filled syringe (glass)	Powder: 1 dose; solvent: 0.5 ml	1 vial + 1 pre-filled syringe	Dengvaxia	Dengvaxia	EMEA/H/C/004171	J07BX		0.5 ML dengue virus live antigen, CYD serotype 1 100000 UNT / dengue virus live antigen, CYD serotype 2 100000 UNT / dengue virus live antigen, CYD serotype 3 100000 UNT / dengue virus live antigen, CYD serotype 4 100000 UNT Suspension for Injection [Dengvaxia]	2026-03-29
EU/1/18/1338/004	1361637	dengue virus live antigen, CYD serotype 1 100000 UNT / dengue virus live antigen, CYD serotype 2 100000 UNT / dengue virus live antigen, CYD serotype 3 100000 UNT / dengue virus live antigen, CYD serotype 4 100000 UNT Injection [Dengvaxia]	2197703	BROAD	chimeric yellow fever dengue virus serotype 1 (live, attenuated);chimeric yellow fever dengue virus serotype 2 (live, attenuated);chimeric yellow fever dengue virus serotype 3 (live, attenuated);chimeric yellow fever dengue virus serotype 4 (live, attenuated)	--¹ After reconstitution, one dose (0.5 mL) contains: Chimeric yellow fever dengue virus serotypes 1, 2, 3, 4 (live, attenuated) 4.5 - 6.0 log10 CCID50/dose each	Powder and solvent for suspension for injection	Subcutaneous use	powder: vial (glass); solvent: pre-filled syringe (glass)	Powder: 1 dose; solvent: 0.5 ml	10 vials + 10 pre-filled syringes	Dengvaxia	Dengvaxia	EMEA/H/C/004171	J07BX		0.5 ML dengue virus live antigen, CYD serotype 1 100000 UNT / dengue virus live antigen, CYD serotype 2 100000 UNT / dengue virus live antigen, CYD serotype 3 100000 UNT / dengue virus live antigen, CYD serotype 4 100000 UNT Suspension for Injection [Dengvaxia]	2026-03-29
EU/1/18/1338/005	1361637	dengue virus live antigen, CYD serotype 1 100000 UNT / dengue virus live antigen, CYD serotype 2 100000 UNT / dengue virus live antigen, CYD serotype 3 100000 UNT / dengue virus live antigen, CYD serotype 4 100000 UNT Injection [Dengvaxia]	2197703	BROAD	chimeric yellow fever dengue virus serotype 1 (live, attenuated);chimeric yellow fever dengue virus serotype 2 (live, attenuated);chimeric yellow fever dengue virus serotype 3 (live, attenuated);chimeric yellow fever dengue virus serotype 4 (live, attenuated)	--¹ After reconstitution, one dose (0.5 mL) contains: Chimeric yellow fever dengue virus serotypes 1, 2, 3, 4 (live, attenuated) 4.5 - 6.0 log10 CCID50/dose each	Powder and solvent for suspension for injection	Subcutaneous use	powder: vial (glass); solvent: vial (glass)	Powder: 5 doses; solvent: 2.5 ml	5 sets of 2 vials (1 with powder + 1 with solvent, 5 doses each)	Dengvaxia	Dengvaxia	EMEA/H/C/004171	J07BX		dengue virus live antigen, CYD serotype 1 100000 UNT / dengue virus live antigen, CYD serotype 2 100000 UNT / dengue virus live antigen, CYD serotype 3 100000 UNT / dengue virus live antigen, CYD serotype 4 100000 UNT Suspension for Injection [Dengvaxia]	2026-03-29
EU/1/17/1251/002	793152	0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic]	1991311	EXACT	semaglutide	0.25 mg	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	1.5 ml (1.34 mg/ml)	1 pre-filled pen + 4 needles	ozempic	Ozempic	EMEA/H/C/004174	A10BJ06			2025-12-04
EU/1/17/1251/003	793152	0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic]	1991311	EXACT	semaglutide	0.5 mg	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	1.5 ml (1.34 mg/ml)	1 pre-filled pen + 4 needles	ozempic	Ozempic	EMEA/H/C/004174	A10BJ06			2025-12-04
EU/1/17/1251/004	793152	0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic]	1991311	EXACT	semaglutide	0.5 mg	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	1.5 ml (1.34 mg/ml)	3 pre-filled pens + 12 needles	ozempic	Ozempic	EMEA/H/C/004174	A10BJ06			2025-12-04
EU/1/17/1251/005	37003617	3 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic]	2398842	EXACT	semaglutide	1 mg	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (1.34 mg/ml)	1 pre-filled pen + 4 needles	ozempic	Ozempic	EMEA/H/C/004174	A10BJ06			2025-12-04
EU/1/17/1251/006	37003617	3 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic]	2398842	EXACT	semaglutide	1 mg	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (1.34 mg/ml)	3 pre-filled pens + 12 needles	ozempic	Ozempic	EMEA/H/C/004174	A10BJ06			2025-12-04
EU/1/17/1251/010	780249	3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic]	2599365	EXACT	semaglutide	2 mg	Solution for injection	Subcutaneous use	Cartridge (glass) in pre-filled pen	3 ml (2.68 mg/ml)	1 prefilled pen + 4 needles	ozempic	Ozempic	EMEA/H/C/004174	A10BJ06			2025-12-04
EU/1/17/1251/011	780249	3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic]	2599365	EXACT	semaglutide	2 mg	Solution for injection	Subcutaneous use	Cartridge (glass) in pre-filled pen	3 ml (2.68 mg/ml)	3 pre-filled pens + 12 needles	ozempic	Ozempic	EMEA/H/C/004174	A10BJ06			2025-12-04
EU/1/17/1251/012	741834	0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector [Ozempic]	2619154	EXACT	semaglutide	0.5 mg	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (0.68 mg/ml)	1 pre-filled pen + 4 needles	ozempic	Ozempic	EMEA/H/C/004174	A10BJ06			2025-12-04
EU/1/17/1251/013	741834	0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector [Ozempic]	2619154	EXACT	semaglutide	0.5 mg	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (0.68 mg/ml)	3 pre-filled pens + 12 needles	ozempic	Ozempic	EMEA/H/C/004174	A10BJ06			2025-12-04
EU/1/17/1251/014	37003617	3 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic]	2398842	BROAD	semaglutide	0.5mg	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (1.34 mg/ml)	1 pre-filled pen + 8 needles	ozempic	Ozempic	EMEA/H/C/004174	A10BJ06		0.25 MG, 0.5 MG Dose 3 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic]	2025-12-04
EU/1/17/1251/015	780249	3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic]	2599365	EXACT	semaglutide	1 mg	Solution for injection 1	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (2.68 mg/ml)	1 pre-filled pen + 8 needles	ozempic	Ozempic	EMEA/H/C/004174	A10BJ06			2025-12-04
EU/1/17/1193/001	793103	coagulation factor IX (recombinant), glycopegylated 1 UNT Injection	1990857	EXACT	nonacog beta pegol	500 IU	Powder and solvent for solution for injection	Intravenous use	vial (glass); pre-filled syringe (glass)	Powder: 500 IU; Solvent: 4 ml (125 IU/ml)	1 vial + 1 pre-filled syringe + 1 plunger rod + 1 vial adapter	refixia	Refixia	EMEA/H/C/004178	B02BD04			2025-12-04
EU/1/17/1193/002	793103	coagulation factor IX (recombinant), glycopegylated 1 UNT Injection	1990857	EXACT	nonacog beta pegol	1000 IU	Powder and solvent for solution for injection	Intravenous use	vial (glass); pre-filled syringe (glass)	Powder: 1000 IU; Solvent: 4 ml (250 IU/ml)	1 vial + 1 pre-filled syringe + 1 plunger rod + 1 vial adapter	refixia	Refixia	EMEA/H/C/004178	B02BD04			2025-12-04
EU/1/17/1193/003	793103	coagulation factor IX (recombinant), glycopegylated 1 UNT Injection	1990857	EXACT	nonacog beta pegol	2000 IU	Powder and solvent for solution for injection	Intravenous use	vial (glass); pre-filled syringe (glass)	Powder: 2000 IU; Solvent: 4 ml (500 IU/ml)	1 vial + 1 pre-filled syringe + 1 plunger rod + 1 vial adapter	refixia	Refixia	EMEA/H/C/004178	B02BD04			2025-12-04
EU/1/17/1193/004	793103	coagulation factor IX (recombinant), glycopegylated 1 UNT Injection	1990857	EXACT	nonacog beta pegol	3000 IU	Powder and solvent for solution for injection	Intravenous use	vial (glass); pre-filled syringe (glass)	Powder: 3000 IU; Solvent: 4 ml (750 IU/ml)	1 vial + 1 pre-filled syringe + 1 plunger rod + 1 vial adapter	refixia	Refixia	EMEA/H/C/004178	B02BD04			2025-12-04
EU/1/17/1179/001	35602998	patiromer 8400 MG Powder for Oral Suspension [Veltassa]	1716215	EXACT	patiromer sorbitex calcium	8.4 g	Powder for oral suspension	Oral use	sachet (paper/PES/PE/alu/PE)		30 sachets	Veltassa	Veltassa	EMEA/H/C/004180	V03AE09			2025-12-04
EU/1/17/1179/002	35602998	patiromer 8400 MG Powder for Oral Suspension [Veltassa]	1716215	EXACT	patiromer sorbitex calcium	8.4 g	Powder for oral suspension	Oral use	sachet (paper/PES/PE/alu/PE)		60 sachets	Veltassa	Veltassa	EMEA/H/C/004180	V03AE09			2025-12-04
EU/1/17/1179/003	35602998	patiromer 8400 MG Powder for Oral Suspension [Veltassa]	1716215	EXACT	patiromer sorbitex calcium	8.4 g	Powder for oral suspension	Oral use	sachet (paper/PES/PE/alu/PE)		90 sachets	Veltassa	Veltassa	EMEA/H/C/004180	V03AE09			2025-12-04
EU/1/17/1179/004	35603002	patiromer 16800 MG Powder for Oral Suspension [Veltassa]	1716219	EXACT	patiromer sorbitex calcium	16.8 g	Powder for oral suspension	Oral use	sachet (paper/PES/PE/alu/PE)		30 sachets	Veltassa	Veltassa	EMEA/H/C/004180	V03AE09			2025-12-04
EU/1/17/1179/005	35603002	patiromer 16800 MG Powder for Oral Suspension [Veltassa]	1716219	EXACT	patiromer sorbitex calcium	16.8 g	Powder for oral suspension	Oral use	sachet (paper/PES/PE/alu/PE)		60 sachets	Veltassa	Veltassa	EMEA/H/C/004180	V03AE09			2025-12-04
EU/1/17/1179/006	35603002	patiromer 16800 MG Powder for Oral Suspension [Veltassa]	1716219	EXACT	patiromer sorbitex calcium	16.8 g	Powder for oral suspension	Oral use	sachet (paper/PES/PE/alu/PE)		90 sachets	Veltassa	Veltassa	EMEA/H/C/004180	V03AE09			2025-12-04
EU/1/17/1179/007	35603006	patiromer 25200 MG Powder for Oral Suspension [Veltassa]	1716223	EXACT	patiromer sorbitex calcium	25.2 g	Powder for oral suspension	Oral use	sachet (paper/PES/PE/alu/PE)		30 sachets	Veltassa	Veltassa	EMEA/H/C/004180	V03AE09			2025-12-04
EU/1/17/1179/008	35603006	patiromer 25200 MG Powder for Oral Suspension [Veltassa]	1716223	EXACT	patiromer sorbitex calcium	25.2 g	Powder for oral suspension	Oral use	sachet (paper/PES/PE/alu/PE)		60 sachets	Veltassa	Veltassa	EMEA/H/C/004180	V03AE09			2025-12-04
EU/1/17/1179/009	35603006	patiromer 25200 MG Powder for Oral Suspension [Veltassa]	1716223	EXACT	patiromer sorbitex calcium	25.2 g	Powder for oral suspension	Oral use	sachet (paper/PES/PE/alu/PE)		90 sachets	Veltassa	Veltassa	EMEA/H/C/004180	V03AE09			2025-12-04
EU/1/17/1179/010	35602998	patiromer 8400 MG Powder for Oral Suspension [Veltassa]	1716215	EXACT	patiromer sorbitex calcium	8.4 g	Powder for oral suspension	Oral use	sachet (paper/PES/PE/alu/PE)		90 (3 x 30) sachets (multipack)	Veltassa	Veltassa	EMEA/H/C/004180	V03AE09			2025-12-04
EU/1/17/1179/011	35602997	patiromer Powder for Oral Suspension [Veltassa]	1716212	BROAD	patiromer sorbitex calcium	1.0 g	Powder for oral suspension	Oral use	sachet (paper/PES/PE/alu/PE)		60 sachets	Veltassa	Veltassa	EMEA/H/C/004180	V03AE09			2025-12-04
EU/1/17/1228/001	36856986	PADELIPORFIN	OMOP5174602	BROAD	padeliporfin di-potassium	183 mg	Powder for solution for injection	Intravenous use	vial (glass)		1 vial	TOOKAD	Tookad	EMEA/H/C/004182	L01XD07			2025-12-04
EU/1/17/1228/002	36856986	PADELIPORFIN	OMOP5174602	BROAD	padeliporfin di-potassium	366 mg	Powder for solution for injection	Intravenous use	vial (glass)		1 vial	TOOKAD	Tookad	EMEA/H/C/004182	L01XD07			2025-12-04
EU/1/16/1134/001	19121182	sildenafil 20 MG Oral Tablet	577033	EXACT	sildenafil	20 mg	Film-coated tablet	Oral use	blister (PVC/alu)	90 tablets		mysildecard	Mysildecard	EMEA/H/C/004186	G04BE03			2025-12-04
EU/1/16/1134/002	19121182	sildenafil 20 MG Oral Tablet	577033	EXACT	sildenafil	20 mg	Film-coated tablet	Oral use	blister (PVC/alu)	300 tablets		mysildecard	Mysildecard	EMEA/H/C/004186	G04BE03			2025-12-04
EU/1/16/1134/003	19121182	sildenafil 20 MG Oral Tablet	577033	EXACT	sildenafil	20 mg	Film-coated tablet	Oral use	blister (PVC/alu)	90 x 1 tablets (unit dose)		mysildecard	Mysildecard	EMEA/H/C/004186	G04BE03			2025-12-04
EU/1/15/1041/001	46234440	ivabradine 5 MG Oral Tablet	1649485	EXACT	ivabradine	5 mg	Film-coated tablet	Oral use	Blister (alu/PVC) 14	tablets		ivabradine-anpharm	Ivabradine Anpharm	EMEA/H/C/004187	C01EB17			2025-12-04
EU/1/15/1041/002	46234440	ivabradine 5 MG Oral Tablet	1649485	EXACT	ivabradine	5 mg	Film-coated tablet	Oral use	blister (alu/PVC) 28	tablets		ivabradine-anpharm	Ivabradine Anpharm	EMEA/H/C/004187	C01EB17			2025-12-04
EU/1/15/1041/003	46234440	ivabradine 5 MG Oral Tablet	1649485	EXACT	ivabradine	5 mg	Film-coated tablet	Oral use	blister (alu/PVC) 56	tablets		ivabradine-anpharm	Ivabradine Anpharm	EMEA/H/C/004187	C01EB17			2025-12-04
EU/1/15/1041/004	46234440	ivabradine 5 MG Oral Tablet	1649485	EXACT	ivabradine	5 mg	Film-coated tablet	Oral use	blister (alu/PVC) 84	tablets		ivabradine-anpharm	Ivabradine Anpharm	EMEA/H/C/004187	C01EB17			2025-12-04
EU/1/15/1041/005	46234440	ivabradine 5 MG Oral Tablet	1649485	EXACT	ivabradine	5 mg	Film-coated tablet	Oral use	blister (alu/PVC) 98	tablets		ivabradine-anpharm	Ivabradine Anpharm	EMEA/H/C/004187	C01EB17			2025-12-04
EU/1/15/1041/006	46234440	ivabradine 5 MG Oral Tablet	1649485	EXACT	ivabradine	5 mg	Film-coated tablet	Oral use	blister (alu/PVC) 100	tablets		ivabradine-anpharm	Ivabradine Anpharm	EMEA/H/C/004187	C01EB17			2025-12-04
EU/1/15/1041/007	46234440	ivabradine 5 MG Oral Tablet	1649485	EXACT	ivabradine	5 mg	Film-coated tablet	Oral use	blister (alu/PVC) 112	tablets		ivabradine-anpharm	Ivabradine Anpharm	EMEA/H/C/004187	C01EB17			2025-12-04
EU/1/15/1041/008	46234446	ivabradine 7.5 MG Oral Tablet	1649493	EXACT	ivabradine	7.5 mg	Film-coated tablet	Oral use	blister (alu/PVC) 14	tablets		ivabradine-anpharm	Ivabradine Anpharm	EMEA/H/C/004187	C01EB17			2025-12-04
EU/1/15/1041/009	46234446	ivabradine 7.5 MG Oral Tablet	1649493	EXACT	ivabradine	7.5 mg	Film-coated tablet	Oral use	blister (alu/PVC) 28	tablets		ivabradine-anpharm	Ivabradine Anpharm	EMEA/H/C/004187	C01EB17			2025-12-04
EU/1/15/1041/010	46234446	ivabradine 7.5 MG Oral Tablet	1649493	EXACT	ivabradine	7.5 mg	Film-coated tablet	Oral use	blister (alu/PVC) 56	tablets		ivabradine-anpharm	Ivabradine Anpharm	EMEA/H/C/004187	C01EB17			2025-12-04
EU/1/15/1041/011	46234446	ivabradine 7.5 MG Oral Tablet	1649493	EXACT	ivabradine	7.5 mg	Film-coated tablet	Oral use	blister (alu/PVC) 84	tablets		ivabradine-anpharm	Ivabradine Anpharm	EMEA/H/C/004187	C01EB17			2025-12-04
EU/1/15/1041/012	46234446	ivabradine 7.5 MG Oral Tablet	1649493	EXACT	ivabradine	7.5 mg	Film-coated tablet	Oral use	blister (alu/PVC) 98	tablets		ivabradine-anpharm	Ivabradine Anpharm	EMEA/H/C/004187	C01EB17			2025-12-04
EU/1/15/1041/013	46234446	ivabradine 7.5 MG Oral Tablet	1649493	EXACT	ivabradine	7.5 mg	Film-coated tablet	Oral use	blister (alu/PVC) 100	tablets		ivabradine-anpharm	Ivabradine Anpharm	EMEA/H/C/004187	C01EB17			2025-12-04
EU/1/15/1041/014	46234446	ivabradine 7.5 MG Oral Tablet	1649493	EXACT	ivabradine	7.5 mg	Film-coated tablet	Oral use	blister (alu/PVC) 112	tablets		ivabradine-anpharm	Ivabradine Anpharm	EMEA/H/C/004187	C01EB17			2025-12-04
EU/1/17/1195/001	19132638	0.5 ML etanercept 50 MG/ML Prefilled Syringe	809158	EXACT	etanercept	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (50 mg/ml)	1 pre-filled syringe	erelzi	Erelzi	EMEA/H/C/004192	L04AB01			2025-12-08
EU/1/17/1195/002	19132638	0.5 ML etanercept 50 MG/ML Prefilled Syringe	809158	EXACT	etanercept	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (50 mg/ml)	2 pre-filled syringes	erelzi	Erelzi	EMEA/H/C/004192	L04AB01			2025-12-08
EU/1/17/1195/003	19132638	0.5 ML etanercept 50 MG/ML Prefilled Syringe	809158	EXACT	etanercept	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (50 mg/ml)	4 pre-filled syringes	erelzi	Erelzi	EMEA/H/C/004192	L04AB01			2025-12-08
EU/1/17/1195/004	19132638	0.5 ML etanercept 50 MG/ML Prefilled Syringe	809158	EXACT	etanercept	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (50 mg/ml)	12 (3 x 4) pre-filled syringes (multipack)	erelzi	Erelzi	EMEA/H/C/004192	L04AB01			2025-12-08
EU/1/17/1195/005	1151885	1 ML etanercept 50 MG/ML Prefilled Syringe	727757	EXACT	etanercept	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1.0 ml (50 mg/ml)	1 pre-filled syringe	erelzi	Erelzi	EMEA/H/C/004192	L04AB01			2025-12-08
EU/1/17/1195/006	1151885	1 ML etanercept 50 MG/ML Prefilled Syringe	727757	EXACT	etanercept	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1.0 ml (50 mg/ml)	2 pre-filled syringes	erelzi	Erelzi	EMEA/H/C/004192	L04AB01			2025-12-08
EU/1/17/1195/007	1151885	1 ML etanercept 50 MG/ML Prefilled Syringe	727757	EXACT	etanercept	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1.0 ml (50 mg/ml)	4 pre-filled syringes	erelzi	Erelzi	EMEA/H/C/004192	L04AB01			2025-12-08
EU/1/17/1195/008	1151885	1 ML etanercept 50 MG/ML Prefilled Syringe	727757	EXACT	etanercept	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	1.0 ml (50 mg/ml)	12 (3 x 4) pre-filled syringes (multipack)	erelzi	Erelzi	EMEA/H/C/004192	L04AB01			2025-12-08
EU/1/17/1195/009	46234061	1 ML etanercept 50 MG/ML Auto-Injector	1653223	EXACT	etanercept	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe in pre-filled pen (glass)	1.0 ml (50 mg/ml)	1 pre-filled pen	erelzi	Erelzi	EMEA/H/C/004192	L04AB01			2025-12-08
EU/1/17/1195/010	46234061	1 ML etanercept 50 MG/ML Auto-Injector	1653223	EXACT	etanercept	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe in pre-filled pen (glass)	1.0 ml (50 mg/ml)	2 pre-filled pens	erelzi	Erelzi	EMEA/H/C/004192	L04AB01			2025-12-08
EU/1/17/1195/011	46234061	1 ML etanercept 50 MG/ML Auto-Injector	1653223	EXACT	etanercept	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe in pre-filled pen (glass)	1.0 ml (50 mg/ml)	4 pre-filled pens	erelzi	Erelzi	EMEA/H/C/004192	L04AB01			2025-12-08
EU/1/17/1195/012	46234061	1 ML etanercept 50 MG/ML Auto-Injector	1653223	EXACT	etanercept	50 mg	Solution for injection	Subcutaneous use	pre-filled syringe in pre-filled pen (glass)	1.0 ml (50 mg/ml)	12 (3 x 4) pre-filled pens (multipack)	erelzi	Erelzi	EMEA/H/C/004192	L04AB01			2025-12-08
EU/1/17/1195/013	19132638	0.5 ML etanercept 50 MG/ML Prefilled Syringe	809158	EXACT	etanercept	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (50 mg/ml)	8 (2 x 4) pre-filled syringes (multipack)	erelzi	Erelzi	EMEA/H/C/004192	L04AB01			2025-12-08
EU/1/17/1195/014	19132638	0.5 ML etanercept 50 MG/ML Prefilled Syringe	809158	EXACT	etanercept	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.5 ml (50 mg/ml)	24 (6 x 4) pre-filled syringes (multipack)	erelzi	Erelzi	EMEA/H/C/004192	L04AB01			2025-12-08
EU/1/17/1247/001	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT	rurioctocog alfa pegol	250 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial solvent: vial	(glass); (glass)	powder: 250 IU; 1 vial + 1 vial + solvent: 2 ml (125 reconstitution device IU/ml)	adynovi	Adynovi	EMEA/H/C/004195	B02BD02			2025-12-04
